gender,sexual_orientation,location_type,numeric_value(location),income_bracket,numeric_value(income),education_level,interest_tags,app_usage_time_min,app_usage_time_label,swipe_right_ratio,swipe_right_label,likes_received,mutual_matches,profile_pics_count,bio_length,message_sent_count,emoji_usage_rate,last_active_hour,swipe_time_of_day,match_outcome,target_variable
Transgender,Pansexual,Remote Area,5,Very High,6,Associate’s,"Tattoos, Gaming, Meditation",245,Extreme User,0.45,Optimistic,43,16,5,369,79,0.12,12,Morning,Blocked,0
Male,Gay,Suburban,2,Very Low,0,PhD,"Foodie, Poetry, Yoga",211,Extreme User,0.69,Optimistic,176,6,3,256,99,0.54,19,Evening,Mutual Match,0
Prefer Not to Say,Lesbian,Small Town,3,Low,1,Postdoc,"Foodie, K-pop, Skating",269,Extreme User,0.35,Balanced,96,10,1,235,68,0.16,10,Late Night,Instant Match,0
Prefer Not to Say,Pansexual,Small Town,3,Middle,3,Associate’s,"Fitness, Art, Languages",152,Addicted,0.45,Optimistic,57,30,2,394,36,0.19,22,Morning,Date Happened,0
Non-binary,Queer,Rural,4,Upper-Middle,4,Bachelor’s,"Coding, Photography, Makeup",278,Extreme User,0.55,Optimistic,97,28,3,419,44,0.09,4,Afternoon,Mutual Match,0
Non-binary,Gay,Rural,4,Middle,3,Bachelor’s,"Sneaker Culture, Skating, Tech",103,High,0.57,Optimistic,137,8,4,356,34,0.17,4,Early Morning,Catfished,0
Prefer Not to Say,Bisexual,Suburban,2,Very Low,0,Postdoc,"Politics, Podcasts, Gaming",51,Moderate,0.34,Balanced,105,10,5,241,12,0.06,21,Morning,Mutual Match,0
Genderfluid,Lesbian,Metro,0,High,5,PhD,"Skating, Social Activism, Fashion",147,Addicted,0.08,Choosy,82,9,5,30,98,0.41,2,After Midnight,Catfished,0
Female,Straight,Suburban,2,Middle,3,Diploma,"Dancing, Binge-Watching, Gardening",95,High,0.49,Optimistic,191,30,6,474,37,0.21,1,Early Morning,No Action,0
Genderfluid,Gay,Rural,4,Lower-Middle,2,PhD,"Social Activism, Painting, Stand-up Comedy",252,Extreme User,0.23,Balanced,34,27,4,239,34,0.54,6,Early Morning,Instant Match,0
Female,Queer,Remote Area,5,Lower-Middle,2,Diploma,"Hiking, Sneaker Culture, Astrology",151,Addicted,0.52,Optimistic,145,21,6,98,22,0.4,19,After Midnight,Chat Ignored,1
Transgender,Asexual,Urban,1,Middle,3,High School,"Pets, Traveling, Skating",165,Addicted,0.71,Swipe Maniac,63,0,2,196,30,0.21,14,Afternoon,Instant Match,0
Non-binary,Straight,Rural,4,High,5,Master’s,"Motorcycling, Fitness, Gaming",60,High,0.81,Swipe Maniac,119,9,1,207,87,0.09,16,After Midnight,No Action,0
Prefer Not to Say,Gay,Remote Area,5,Lower-Middle,2,Master’s,"History, Politics, Traveling",244,Extreme User,0.6,Optimistic,39,14,5,310,47,0.29,13,After Midnight,Relationship Formed,0
Transgender,Bisexual,Suburban,2,High,5,High School,"Stand-up Comedy, Running, Parenting",185,Extreme User,0.62,Optimistic,19,18,0,31,70,0.24,16,Morning,Catfished,0
Genderfluid,Lesbian,Suburban,2,Lower-Middle,2,Postdoc,"Running, Photography, MMA",105,High,0.31,Balanced,183,18,3,46,65,0.62,14,Early Morning,Date Happened,0
Female,Demisexual,Metro,0,Upper-Middle,4,No Formal Education,"Languages, Clubbing, MMA",157,Addicted,0.54,Optimistic,185,0,3,130,0,0.17,23,Morning,Catfished,0
Male,Straight,Metro,0,Lower-Middle,2,High School,"Painting, Gaming, Cooking",241,Extreme User,0.73,Swipe Maniac,8,4,3,92,98,0.15,4,After Midnight,Chat Ignored,1
Non-binary,Demisexual,Metro,0,Very High,6,MBA,"DIY, Reading, MMA",276,Extreme User,0.43,Optimistic,34,20,6,178,15,0.09,5,Late Night,Chat Ignored,1
Genderfluid,Lesbian,Remote Area,5,Low,1,No Formal Education,"Crafting, Music, Memes",237,Extreme User,0.63,Optimistic,172,23,4,217,68,0.64,12,Morning,Blocked,0
Transgender,Asexual,Suburban,2,Lower-Middle,2,Associate’s,"Tattoos, Crafting, Photography",16,Low,0.73,Swipe Maniac,169,13,4,392,2,0.2,7,Morning,One-sided Like,0
Male,Straight,Metro,0,Upper-Middle,4,No Formal Education,"Fitness, Sneaker Culture, Dancing",205,Extreme User,0.58,Optimistic,112,7,4,111,96,0.24,1,Morning,Relationship Formed,0
Non-binary,Bisexual,Remote Area,5,Upper-Middle,4,Master’s,"Makeup, Startups, MMA",164,Addicted,0.71,Swipe Maniac,60,9,1,338,66,0.22,7,Evening,No Action,0
Non-binary,Straight,Small Town,3,Upper-Middle,4,Diploma,"Podcasts, MMA, Board Games",284,Extreme User,0.54,Optimistic,126,1,2,482,82,0.37,21,Evening,Relationship Formed,0
Non-binary,Demisexual,Metro,0,Low,1,Bachelor’s,"DIY, Pets, Crafting",275,Extreme User,0.59,Optimistic,121,7,6,115,38,0.23,22,Morning,Date Happened,0
Male,Demisexual,Metro,0,Upper-Middle,4,Postdoc,"Traveling, DIY, Fitness",130,Addicted,0.64,Optimistic,52,10,5,40,57,0.14,11,Early Morning,Relationship Formed,0
Prefer Not to Say,Bisexual,Urban,1,Lower-Middle,2,MBA,"MMA, Startups, Dancing",37,Moderate,0.22,Balanced,48,25,6,300,92,0.32,21,Late Night,Blocked,0
Transgender,Bisexual,Rural,4,Lower-Middle,2,No Formal Education,"Tech, Fashion, Sneaker Culture",60,High,0.4,Optimistic,191,24,3,468,31,0.21,22,Late Night,Blocked,0
Transgender,Bisexual,Small Town,3,Lower-Middle,2,Bachelor’s,"DIY, Clubbing, Painting",183,Extreme User,0.37,Balanced,78,8,2,262,63,0.39,14,Early Morning,Date Happened,0
Non-binary,Bisexual,Rural,4,Lower-Middle,2,MBA,"Dancing, Makeup, Politics",74,High,0.68,Optimistic,4,2,4,478,74,0.37,18,After Midnight,Chat Ignored,1
Non-binary,Lesbian,Suburban,2,Lower-Middle,2,Associate’s,"DIY, Makeup, Fitness",255,Extreme User,0.74,Swipe Maniac,140,20,5,172,32,0.07,15,After Midnight,Date Happened,0
Transgender,Lesbian,Remote Area,5,Very High,6,Master’s,"Anime, Traveling, Tattoos",279,Extreme User,0.43,Optimistic,125,5,4,328,7,0.14,16,Early Morning,One-sided Like,0
Prefer Not to Say,Straight,Urban,1,Middle,3,Diploma,"Podcasts, Politics, Cooking",77,High,0.44,Optimistic,2,0,4,233,47,0.23,1,Late Night,Catfished,0
Transgender,Queer,Urban,1,Very Low,0,Postdoc,"Languages, Poetry, Hiking",8,Very Low,0.35,Balanced,135,23,2,274,36,0.08,0,Late Night,Chat Ignored,1
Female,Gay,Urban,1,Upper-Middle,4,Diploma,"Fitness, Fashion, History",269,Extreme User,0.47,Optimistic,64,26,2,136,50,0.15,2,Afternoon,Chat Ignored,1
Transgender,Bisexual,Remote Area,5,Low,1,Bachelor’s,"MMA, Reading, Social Activism",16,Low,0.63,Optimistic,23,12,3,193,70,0.29,15,Early Morning,Mutual Match,0
Prefer Not to Say,Lesbian,Urban,1,Middle,3,MBA,"Social Activism, Astrology, Makeup",48,Moderate,0.4,Optimistic,135,29,0,117,27,0.23,22,Late Night,Date Happened,0
Non-binary,Straight,Urban,1,High,5,Bachelor’s,"Painting, Makeup, K-pop",16,Low,0.74,Swipe Maniac,45,29,6,161,2,0.32,6,Late Night,Ghosted,2
Prefer Not to Say,Demisexual,Urban,1,Lower-Middle,2,Diploma,"Makeup, Fitness, DIY",276,Extreme User,0.57,Optimistic,84,12,6,378,17,0.19,22,After Midnight,One-sided Like,0
Genderfluid,Asexual,Urban,1,Very Low,0,MBA,"Politics, Cooking, Astrology",203,Extreme User,0.2,Balanced,198,10,0,324,34,0.14,14,Evening,Blocked,0
Non-binary,Demisexual,Metro,0,Low,1,MBA,"Reading, History, Coding",126,Addicted,0.61,Optimistic,182,2,0,137,19,0.45,12,After Midnight,Ghosted,2
Prefer Not to Say,Demisexual,Rural,4,Lower-Middle,2,High School,"Reading, Hiking, Memes",227,Extreme User,0.34,Balanced,92,24,2,52,16,0.52,2,Morning,Chat Ignored,1
Transgender,Demisexual,Urban,1,Very Low,0,High School,"Writing, Languages, Reading",166,Addicted,0.64,Optimistic,98,0,2,211,49,0.12,2,After Midnight,Relationship Formed,0
Female,Lesbian,Remote Area,5,Middle,3,Diploma,"Traveling, Art, Memes",137,Addicted,0.74,Swipe Maniac,126,4,0,85,55,0.41,8,Evening,No Action,0
Transgender,Gay,Rural,4,Lower-Middle,2,Associate’s,"Tattoos, Podcasts, Gardening",100,High,0.17,Choosy,117,3,1,155,0,0.28,12,Afternoon,Catfished,0
Transgender,Asexual,Metro,0,Lower-Middle,2,MBA,"Social Activism, Startups, Traveling",153,Addicted,0.72,Swipe Maniac,82,19,5,102,61,0.26,10,Morning,Chat Ignored,1
Non-binary,Pansexual,Remote Area,5,High,5,PhD,"Makeup, Fitness, Foodie",192,Extreme User,0.7,Swipe Maniac,71,26,6,201,46,0.51,3,Late Night,Blocked,0
Genderfluid,Lesbian,Remote Area,5,Very High,6,Postdoc,"Music, Tattoos, Clubbing",107,High,0.53,Optimistic,112,25,2,425,88,0.14,2,Evening,Date Happened,0
Female,Pansexual,Suburban,2,Lower-Middle,2,Diploma,"Parenting, Board Games, DIY",37,Moderate,0.45,Optimistic,114,19,3,298,51,0.25,17,Late Night,Chat Ignored,1
Genderfluid,Straight,Rural,4,High,5,Postdoc,"Startups, Podcasts, Reading",55,Moderate,0.51,Optimistic,196,7,5,340,45,0.55,5,After Midnight,Catfished,0
Male,Demisexual,Rural,4,Very High,6,MBA,"Movies, Hiking, Spirituality",113,High,0.55,Optimistic,130,23,4,285,74,0.21,22,Late Night,Blocked,0
Transgender,Asexual,Metro,0,Middle,3,Postdoc,"Yoga, Writing, Music",247,Extreme User,0.56,Optimistic,26,9,3,471,10,0.25,3,After Midnight,Ghosted,2
Non-binary,Pansexual,Rural,4,Middle,3,Associate’s,"Stand-up Comedy, Skating, Writing",243,Extreme User,0.43,Optimistic,24,14,5,356,57,0.2,10,Early Morning,No Action,0
Male,Gay,Urban,1,Very High,6,Master’s,"Social Activism, Movies, MMA",84,High,0.2,Balanced,189,7,4,89,70,0.38,5,Afternoon,Relationship Formed,0
Transgender,Queer,Suburban,2,Very High,6,MBA,"Podcasts, Pets, K-pop",221,Extreme User,0.47,Optimistic,101,0,5,314,25,0.05,14,Late Night,Chat Ignored,1
Transgender,Straight,Remote Area,5,Low,1,Associate’s,"Art, Crafting, Parenting",32,Moderate,0.88,Swipe Maniac,147,3,6,446,68,0.11,5,Afternoon,Instant Match,0
Female,Queer,Urban,1,Lower-Middle,2,PhD,"Stand-up Comedy, Podcasts, Foodie",198,Extreme User,0.72,Swipe Maniac,156,12,4,58,44,0.39,11,Evening,Catfished,0
Female,Pansexual,Small Town,3,Upper-Middle,4,High School,"MMA, Traveling, Foodie",60,High,0.48,Optimistic,61,9,0,93,47,0.05,22,Morning,Relationship Formed,0
Transgender,Demisexual,Small Town,3,Low,1,MBA,"Board Games, Pets, Gardening",275,Extreme User,0.68,Optimistic,177,29,5,476,22,0.37,17,Morning,Date Happened,0
Non-binary,Lesbian,Suburban,2,Lower-Middle,2,PhD,"History, Gaming, Writing",4,Barely,0.79,Swipe Maniac,124,4,1,417,49,0.34,17,Late Night,Date Happened,0
Transgender,Queer,Metro,0,High,5,PhD,"Gardening, Anime, Reading",289,Extreme User,0.64,Optimistic,7,3,2,16,35,0.31,7,Late Night,No Action,0
Female,Queer,Small Town,3,High,5,PhD,"Languages, Investing, Photography",293,Extreme User,0.77,Swipe Maniac,29,8,6,278,46,0.4,17,Early Morning,Date Happened,0
Genderfluid,Bisexual,Metro,0,Very Low,0,Associate’s,"Memes, Dancing, Running",134,Addicted,0.57,Optimistic,89,27,6,44,56,0.16,3,Morning,Blocked,0
Prefer Not to Say,Asexual,Remote Area,5,Upper-Middle,4,MBA,"Anime, History, Traveling",105,High,0.21,Balanced,52,25,0,291,44,0.05,17,Afternoon,Catfished,0
Genderfluid,Lesbian,Rural,4,High,5,Bachelor’s,"Coding, Makeup, Art",263,Extreme User,0.44,Optimistic,173,26,0,69,96,0.3,13,Early Morning,No Action,0
Prefer Not to Say,Lesbian,Remote Area,5,Very High,6,Diploma,"Fitness, Yoga, Parenting",164,Addicted,0.02,Choosy,63,24,6,346,50,0.56,15,Morning,Catfished,0
Prefer Not to Say,Pansexual,Remote Area,5,Middle,3,MBA,"Running, Cooking, Podcasts",47,Moderate,0.5,Optimistic,103,16,5,142,88,0.18,11,Evening,Date Happened,0
Non-binary,Straight,Remote Area,5,Very Low,0,PhD,"Podcasts, K-pop, Motorcycling",183,Extreme User,0.27,Balanced,16,12,1,495,54,0.2,6,Evening,No Action,0
Non-binary,Pansexual,Rural,4,Upper-Middle,4,Diploma,"Makeup, Gardening, Astrology",24,Low,0.32,Balanced,11,1,5,401,58,0.38,0,Early Morning,Ghosted,2
Transgender,Queer,Urban,1,Middle,3,Associate’s,"Motorcycling, Traveling, Social Activism",154,Addicted,0.44,Optimistic,40,27,2,47,83,0.35,11,Afternoon,One-sided Like,0
Non-binary,Lesbian,Urban,1,Middle,3,Bachelor’s,"Tattoos, Motorcycling, Crafting",119,High,0.56,Optimistic,109,20,0,360,12,0.15,0,Morning,Date Happened,0
Male,Lesbian,Small Town,3,Low,1,Postdoc,"MMA, Running, Hiking",4,Barely,0.37,Balanced,178,10,6,61,54,0.26,22,Morning,Date Happened,0
Male,Bisexual,Metro,0,Very Low,0,High School,"Movies, Foodie, Cars",153,Addicted,0.52,Optimistic,35,12,6,416,96,0.23,4,After Midnight,Ghosted,2
Male,Straight,Small Town,3,High,5,Diploma,"Running, Writing, Tattoos",109,High,0.36,Balanced,160,23,1,470,52,0.19,19,After Midnight,Date Happened,0
Female,Gay,Urban,1,Low,1,High School,"Meditation, Tattoos, DIY",179,Addicted,0.29,Balanced,109,10,6,71,31,0.19,8,After Midnight,One-sided Like,0
Female,Pansexual,Remote Area,5,Very Low,0,Bachelor’s,"Tech, Stand-up Comedy, Startups",260,Extreme User,0.93,Swipe Maniac,48,23,3,151,82,0.52,1,Morning,Date Happened,0
Transgender,Gay,Suburban,2,Middle,3,High School,"Stand-up Comedy, Hiking, Cars",162,Addicted,0.61,Optimistic,33,12,6,429,72,0.42,13,Afternoon,Relationship Formed,0
Prefer Not to Say,Lesbian,Metro,0,Very High,6,High School,"Music, Meditation, Cooking",7,Very Low,0.4,Optimistic,67,6,0,472,7,0.69,12,Late Night,No Action,0
Prefer Not to Say,Demisexual,Metro,0,High,5,MBA,"Reading, Podcasts, Painting",275,Extreme User,0.9,Swipe Maniac,157,4,2,42,39,0.43,2,Late Night,Blocked,0
Female,Asexual,Metro,0,Upper-Middle,4,High School,"Memes, Motorcycling, Board Games",122,Addicted,0.63,Optimistic,14,3,0,473,55,0.06,3,Evening,Catfished,0
Genderfluid,Straight,Rural,4,High,5,Diploma,"Photography, Hiking, Parenting",70,High,0.25,Balanced,179,0,1,254,44,0.15,16,Late Night,No Action,0
Female,Asexual,Suburban,2,High,5,Bachelor’s,"Tattoos, Photography, Music",171,Addicted,0.39,Balanced,109,8,4,32,33,0.15,22,Late Night,One-sided Like,0
Transgender,Queer,Small Town,3,Lower-Middle,2,No Formal Education,"Gardening, Makeup, Anime",188,Extreme User,0.44,Optimistic,40,8,6,52,73,0.39,21,After Midnight,One-sided Like,0
Female,Straight,Urban,1,Very High,6,No Formal Education,"Fitness, Dancing, Skating",186,Extreme User,0.73,Swipe Maniac,98,29,1,91,4,0.05,17,After Midnight,Chat Ignored,1
Female,Asexual,Suburban,2,Middle,3,Master’s,"Art, Cooking, Makeup",190,Extreme User,0.48,Optimistic,30,16,5,461,6,0.06,5,Morning,Relationship Formed,0
Male,Demisexual,Urban,1,Middle,3,Bachelor’s,"Memes, Foodie, Reading",283,Extreme User,0.49,Optimistic,116,0,2,102,37,0.62,18,Afternoon,Catfished,0
Female,Queer,Rural,4,Upper-Middle,4,PhD,"Fashion, Tattoos, Painting",125,Addicted,0.55,Optimistic,38,0,3,12,29,0.09,17,Afternoon,Mutual Match,0
Non-binary,Straight,Remote Area,5,Middle,3,Bachelor’s,"Movies, Tech, Stand-up Comedy",121,Addicted,0.43,Optimistic,107,15,0,497,18,0.16,22,Afternoon,One-sided Like,0
Male,Bisexual,Small Town,3,Middle,3,Master’s,"Clubbing, Sneaker Culture, Reading",297,Extreme User,0.74,Swipe Maniac,24,16,1,326,50,0.28,2,Late Night,Catfished,0
Male,Demisexual,Remote Area,5,Low,1,Associate’s,"Coding, Spirituality, Foodie",201,Extreme User,0.45,Optimistic,179,26,5,167,40,0.23,14,Afternoon,Blocked,0
Male,Bisexual,Suburban,2,Very High,6,High School,"Yoga, Movies, Anime",230,Extreme User,0.36,Balanced,119,10,3,61,68,0.38,11,Morning,Date Happened,0
Non-binary,Queer,Rural,4,Very High,6,High School,"Reading, Anime, MMA",155,Addicted,0.68,Optimistic,180,22,4,20,27,0.6,10,Morning,One-sided Like,0
Prefer Not to Say,Bisexual,Rural,4,Middle,3,Postdoc,"Gaming, MMA, Memes",133,Addicted,1,Swipe Maniac,44,0,3,437,57,0.56,17,After Midnight,Relationship Formed,0
Female,Gay,Metro,0,Very Low,0,Diploma,"Photography, Hiking, Gaming",113,High,0.38,Balanced,33,6,6,205,47,0.48,21,After Midnight,One-sided Like,0
Genderfluid,Pansexual,Urban,1,Very Low,0,High School,"Fashion, Social Activism, Running",65,High,0.32,Balanced,23,10,0,21,59,0.25,1,Morning,Catfished,0
Transgender,Demisexual,Metro,0,Very Low,0,MBA,"MMA, Board Games, Pets",181,Extreme User,0.54,Optimistic,54,29,1,140,35,0.4,14,Morning,Mutual Match,0
Genderfluid,Bisexual,Remote Area,5,Lower-Middle,2,PhD,"Poetry, Languages, Skating",31,Moderate,0.59,Optimistic,22,8,3,70,53,0.5,6,After Midnight,Relationship Formed,0
Female,Straight,Metro,0,Very High,6,Master’s,"Skating, Painting, Gardening",176,Addicted,0.56,Optimistic,144,16,2,198,34,0.45,5,Early Morning,Instant Match,0
Genderfluid,Bisexual,Urban,1,Very High,6,Bachelor’s,"Gaming, Skating, Stand-up Comedy",183,Extreme User,0.61,Optimistic,196,18,1,498,20,0.22,3,Morning,Blocked,0
Non-binary,Straight,Suburban,2,Upper-Middle,4,MBA,"Writing, Pets, Fitness",162,Addicted,0.25,Balanced,188,22,2,467,75,0.31,0,After Midnight,Instant Match,0
Genderfluid,Lesbian,Small Town,3,Low,1,PhD,"Painting, Memes, Pets",251,Extreme User,0.52,Optimistic,9,1,0,119,77,0.2,7,Early Morning,Relationship Formed,0
Transgender,Straight,Rural,4,Upper-Middle,4,Associate’s,"Traveling, Astrology, Parenting",90,High,0.21,Balanced,82,1,0,75,75,0.08,22,Morning,One-sided Like,0
Genderfluid,Asexual,Urban,1,Lower-Middle,2,MBA,"Meditation, Movies, Astrology",154,Addicted,0.24,Balanced,82,4,1,374,55,0.1,20,Evening,Instant Match,0
Female,Asexual,Suburban,2,High,5,Diploma,"DIY, Memes, Tattoos",150,Addicted,0.7,Swipe Maniac,32,5,5,0,89,0.2,18,Evening,Catfished,0
Male,Lesbian,Small Town,3,Lower-Middle,2,Associate’s,"Podcasts, Makeup, Movies",254,Extreme User,0.5,Optimistic,36,10,5,39,30,0.18,11,Afternoon,Ghosted,2
Prefer Not to Say,Gay,Remote Area,5,High,5,Master’s,"Running, Hiking, Spirituality",107,High,0.78,Swipe Maniac,63,22,0,179,32,0.38,3,After Midnight,Mutual Match,0
Male,Demisexual,Metro,0,High,5,MBA,"Anime, Poetry, Gardening",193,Extreme User,0.58,Optimistic,89,17,3,51,61,0.18,18,After Midnight,Blocked,0
Female,Queer,Urban,1,Very High,6,No Formal Education,"Coding, Music, Foodie",133,Addicted,0.3,Balanced,26,2,2,87,48,0.27,5,After Midnight,One-sided Like,0
Genderfluid,Gay,Rural,4,Upper-Middle,4,PhD,"Parenting, Music, Board Games",84,High,0.58,Optimistic,155,28,3,80,6,0.09,3,Afternoon,Blocked,0
Female,Demisexual,Remote Area,5,Upper-Middle,4,Postdoc,"Spirituality, K-pop, Coding",152,Addicted,0.61,Optimistic,60,3,0,201,73,0.07,17,Evening,Ghosted,2
Male,Asexual,Urban,1,Middle,3,High School,"Coding, K-pop, Podcasts",245,Extreme User,0.54,Optimistic,51,3,0,105,21,0.31,20,Afternoon,One-sided Like,0
Transgender,Gay,Rural,4,Very High,6,MBA,"Skating, Gardening, K-pop",135,Addicted,0.77,Swipe Maniac,23,20,4,198,23,0.32,11,Evening,Instant Match,0
Female,Queer,Urban,1,Lower-Middle,2,PhD,"Clubbing, Spirituality, Politics",137,Addicted,0.44,Optimistic,144,1,1,385,89,0.5,21,Early Morning,One-sided Like,0
Prefer Not to Say,Asexual,Small Town,3,Middle,3,Associate’s,"Languages, Gaming, DIY",267,Extreme User,0.85,Swipe Maniac,107,30,4,351,60,0.17,18,Morning,Date Happened,0
Non-binary,Gay,Metro,0,Very High,6,No Formal Education,"Investing, Makeup, Stand-up Comedy",292,Extreme User,0.66,Optimistic,173,19,1,61,96,0.24,14,Morning,Ghosted,2
Female,Bisexual,Suburban,2,Very Low,0,MBA,"Reading, MMA, Board Games",103,High,0.56,Optimistic,160,4,6,304,33,0.72,10,After Midnight,One-sided Like,0
Male,Demisexual,Small Town,3,Middle,3,Postdoc,"Foodie, Art, Stand-up Comedy",234,Extreme User,0.43,Optimistic,3,3,0,212,19,0.33,4,Late Night,Catfished,0
Genderfluid,Gay,Urban,1,Upper-Middle,4,High School,"Coding, Painting, Writing",210,Extreme User,0.47,Optimistic,67,12,5,248,73,0.06,19,Evening,Mutual Match,0
Female,Pansexual,Metro,0,Low,1,MBA,"Dancing, Binge-Watching, Astrology",121,Addicted,0.56,Optimistic,12,11,3,471,34,0.35,11,Early Morning,Instant Match,0
Non-binary,Pansexual,Rural,4,Very High,6,PhD,"Motorcycling, MMA, Movies",116,High,0.83,Swipe Maniac,34,9,5,226,99,0.3,10,Afternoon,Chat Ignored,1
Genderfluid,Gay,Suburban,2,Middle,3,Associate’s,"Poetry, Sneaker Culture, Gardening",264,Extreme User,0.56,Optimistic,95,26,0,263,20,0.22,2,Afternoon,Relationship Formed,0
Transgender,Lesbian,Small Town,3,Upper-Middle,4,No Formal Education,"Pets, Fashion, Gaming",127,Addicted,0.46,Optimistic,8,7,0,470,46,0.16,22,Morning,No Action,0
Non-binary,Queer,Small Town,3,Middle,3,High School,"MMA, Music, Fitness",190,Extreme User,0.35,Balanced,125,19,3,90,60,0.25,18,Late Night,Instant Match,0
Non-binary,Lesbian,Rural,4,High,5,High School,"Coding, Music, DIY",25,Low,0.19,Choosy,41,27,4,399,27,0.18,7,After Midnight,Blocked,0
Prefer Not to Say,Bisexual,Rural,4,High,5,MBA,"Investing, Music, MMA",4,Barely,0.64,Optimistic,121,29,1,331,22,0.63,19,Early Morning,Blocked,0
Non-binary,Pansexual,Remote Area,5,High,5,Bachelor’s,"Board Games, DIY, Writing",235,Extreme User,0.49,Optimistic,64,6,3,154,86,0.1,16,Late Night,Chat Ignored,1
Genderfluid,Gay,Urban,1,Upper-Middle,4,Master’s,"Languages, Social Activism, Startups",144,Addicted,0.82,Swipe Maniac,76,21,0,246,8,0.15,10,Afternoon,Instant Match,0
Non-binary,Pansexual,Remote Area,5,High,5,Bachelor’s,"Fashion, Yoga, Stand-up Comedy",123,Addicted,0.62,Optimistic,14,12,6,410,76,0.18,12,After Midnight,Instant Match,0
Prefer Not to Say,Lesbian,Remote Area,5,Very Low,0,PhD,"Coding, Spirituality, Poetry",207,Extreme User,0.66,Optimistic,99,23,0,298,90,0.55,18,Morning,Instant Match,0
Prefer Not to Say,Bisexual,Remote Area,5,Upper-Middle,4,PhD,"K-pop, Writing, Investing",153,Addicted,0.53,Optimistic,43,26,5,448,71,0.35,5,Afternoon,One-sided Like,0
Transgender,Lesbian,Remote Area,5,Lower-Middle,2,Postdoc,"Crafting, Pets, MMA",171,Addicted,0.32,Balanced,167,2,1,181,28,0.04,23,Afternoon,Chat Ignored,1
Non-binary,Asexual,Rural,4,Upper-Middle,4,Bachelor’s,"Clubbing, Photography, Skating",27,Low,0.58,Optimistic,162,18,4,483,79,0.3,2,Evening,Blocked,0
Genderfluid,Gay,Remote Area,5,Middle,3,Postdoc,"Memes, Poetry, Gaming",77,High,0.41,Optimistic,35,6,2,209,72,0.41,14,Morning,Instant Match,0
Prefer Not to Say,Lesbian,Urban,1,Middle,3,Master’s,"Podcasts, Pets, Foodie",29,Low,0.56,Optimistic,1,1,2,107,97,0.21,5,Late Night,Ghosted,2
Transgender,Gay,Suburban,2,Upper-Middle,4,MBA,"Podcasts, Board Games, Binge-Watching",219,Extreme User,0.29,Balanced,122,12,0,19,68,0.35,6,After Midnight,Instant Match,0
